,Unnamed: 0,meanfitness,seqscommon,seqstarget,extreme0,extreme1,other
0,0.0,0.20259400782452855,0.0,0.0,0.0,0.0,0.0
1,0.0,0.19389371102929556,0.02646374555691724,0.0,0.02200429110528148,0.016518824802980774,0.0034667189948954843
2,0.0,0.1762750903194062,0.054219789848487805,0.0,0.04503028138943789,0.02410338140715343,0.007453559924999298
3,0.0,0.1582043182565212,0.09083524108224515,0.0017229219690157922,0.08530107228760837,0.03291355969617751,0.01360347852248721
4,0.0,0.13488150230990173,0.1311204745633637,0.0014140677897022576,0.1303705294674292,0.04323856246291032,0.0252666668298406
5,0.0,0.11982515338064766,0.16150370494827088,0.0014140677897022576,0.15411814158848164,0.05288131735315558,0.04031748872299053
6,0.0,0.10906525630852014,0.18533233005160832,0.0026239623308557123,0.1807278169109585,0.06249864974835004,0.0542340454344762
7,0.0,0.10416282858722896,0.20109076911487436,0.004627987065172842,0.20247438637697926,0.07206441379860715,0.06189643633658429
8,0.0,0.09611467945620544,0.20089892807886364,0.0067983288232258505,0.20202336629144219,0.08387099280647292,0.0696825561176339
9,0.0,0.083099145270897,0.20419583487831788,0.009407295948817897,0.20789538383641573,0.09261117383818576,0.08333803326264023
10,0.0,0.07061253511010052,0.20051885901854352,0.012150706231547872,0.19432205118139653,0.09696932977667025,0.08795917889056756
11,0.0,0.06688776008230425,0.19722095197038247,0.014439289948171966,0.18447477354315747,0.0998514666837039,0.10018391662888244
12,0.0,0.061857513205576684,0.1946122372886513,0.02071739539777177,0.17788439263425312,0.10720008091881368,0.10287046971544553
13,0.0,0.056270375930114844,0.18204828770374298,0.017733337053207766,0.1617529846261163,0.10837644829691802,0.09740796522005625
14,0.0,0.05091202932852287,0.17962752639135465,0.019578110528696083,0.1488284490130214,0.11504249795087179,0.10156911588666895
15,0.0,0.04649953676705851,0.17761457928759736,0.02235699187165776,0.1381620975631556,0.12452887923925365,0.09892443638765672
16,0.0,0.04460257126461461,0.17005952854460898,0.02041973491768273,0.12896980130051905,0.12867175819278046,0.10121525034138756
17,0.0,0.04440121810924209,0.16926776714553227,0.022329313181771983,0.12779668776389308,0.12997074024935285,0.09807022755176642
18,0.0,0.04162908671854655,0.16417789297007937,0.023291330690693227,0.11990101050078544,0.13505017124326227,0.1039653899564769
19,0.0,0.06469404725935733,0.1608965937284819,0.021109212339612424,0.11655618056628474,0.14107729635083277,0.10080790936630926
20,0.0,0.06439095811082136,0.16069813932038798,0.03161723512251528,0.12467992415758297,0.13582072229380707,0.10491370348202257
21,0.0,0.05737277059201811,0.15705428436523725,0.035097120603619573,0.12745531268084132,0.13208412953412954,0.11261504344766482
22,0.0,0.05746272617988738,0.15380443077893272,0.03937383531536857,0.13430367384738728,0.12998033563593575,0.12368491898236209
23,0.0,0.055200792479511866,0.1552949196186701,0.04111840904208398,0.14532784112445796,0.12184505437147912,0.1235363286235912
24,0.0,0.05609482697340352,0.15847721548952562,0.03517515145878441,0.14992006390653603,0.11069280152764752,0.12509810621311424
25,0.0,0.055930992806025044,0.15774331037691033,0.0388218050841237,0.15451248632797054,0.10791496686841681,0.13336061872948765
26,0.0,0.05773455053289245,0.159582272675307,0.038460639350130145,0.16419478002816412,0.10101984595334647,0.13354412836118443
27,0.0,0.05666632950642307,0.16150676827527052,0.03478265406950336,0.17643472014336523,0.09743462676844662,0.14161589180668838
28,0.0,0.05584383308557218,0.1634779691034521,0.04056598138340604,0.17380501684247338,0.08630006665608293,0.13953215701282412
29,0.0,0.06109869441519126,0.15704312721479072,0.0363960894145968,0.1700922543040456,0.08692329162593415,0.13776239931197826
30,0.0,0.05905142218641749,0.17297194856601336,0.043985155195259,0.1666810136063673,0.09742648095830615,0.14280980456661427
31,0.0,0.05795252946305063,0.1745290213782122,0.04738057168808754,0.1579965007479866,0.12108737396434321,0.1406828767840751
32,0.0,0.05610762097667809,0.18412142973161807,0.04525085260992743,0.15354560338580026,0.13435684769743256,0.14866304479061085
33,0.0,0.053270589205911836,0.18120897733077382,0.047018726778843396,0.14392522795897414,0.14209587932030382,0.13979849738888933
34,0.0,0.052934151373593474,0.1832488701820712,0.0486782629503046,0.13934277515478713,0.1494845813929032,0.140909742585655
35,0.0,0.048229220500161894,0.19085562856369306,0.05223651869905519,0.13424640977092925,0.15104876270836748,0.14035544006839357
36,0.0,0.04323986318106292,0.19104439061033293,0.04775478489658896,0.12558886239741424,0.16038206804683366,0.13294997454997348
37,0.0,0.04287788939984618,0.19177818003102745,0.04976009234670394,0.11449817913014484,0.16268737512273312,0.12843860382929195
38,0.0,0.04374964634246898,0.18870687994574548,0.051588855565450134,0.10421808873008982,0.16824815530811807,0.1485495738171658
39,0.0,0.05590423460447373,0.18272254470828495,0.053203110964353414,0.09644174459750354,0.17449181152778898,0.14068463513687318
40,0.0,0.06013919566407386,0.1882282942178897,0.06010967095022206,0.10931600840154582,0.1695326861823077,0.13548107858709516
41,0.0,0.06415078335821947,0.18887667148576054,0.06664084224623493,0.12187905573121574,0.16073700336471988,0.13413096299502356
42,0.0,0.06501741980168765,0.19430343268667172,0.06712489397731423,0.12961775622704688,0.15082395837298196,0.13566437906717038
43,0.0,0.06519461031123325,0.19762927006367206,0.07730475769148912,0.1456607999622413,0.13470491199968132,0.13234536567366392
44,0.0,0.06649513932020551,0.19715655472417615,0.07769642651935513,0.1521509357040617,0.12636563845666393,0.13693873096363324
45,0.0,0.06873055497050905,0.19805709547872852,0.07573116422721385,0.15797992978477068,0.1246167491066333,0.13430536222967646
46,0.0,0.06782525173610644,0.1962912677672911,0.0837059080068454,0.15713013197853762,0.11975891401083524,0.14406509500086667
47,0.0,0.06839714520814116,0.19303348252624747,0.08343852359150467,0.16249618234419494,0.11029009180166023,0.15148981853772778
48,0.0,0.0685187779730334,0.196283181140198,0.07534473783673723,0.17213568689299516,0.09932684168998425,0.16861434628659244
49,0.0,0.056671730334669414,0.1891155950934916,0.06953863330074735,0.17295156807025241,0.092534348478389,0.16619599588943312
50,0.0,0.05871821409925747,0.2052507001884523,0.07194460064341066,0.16238222187872567,0.1146406825055714,0.16329401417362202
51,0.0,0.05849130688612712,0.21777751484003827,0.08321773057668384,0.15834487149965165,0.1348343158218629,0.15978753157346462
52,0.0,0.05742432538215656,0.22805601159327096,0.09040393560499217,0.1551054462080997,0.1532789422500406,0.15857149357148026
53,0.0,0.05437741380866272,0.22466012259957577,0.09527423556709466,0.14799651502691308,0.1630074494353818,0.15453863348474423
54,0.0,0.051510732594031966,0.2216813713091101,0.09182139636908614,0.14020819693195513,0.164612761864899,0.1481369215151175
55,0.0,0.04893298164609221,0.2184801608956961,0.08913219124410714,0.13521233215978878,0.16816524792037754,0.14552494559969953
56,0.0,0.046668983787797415,0.21191283607361866,0.08606865179668226,0.13086608727000806,0.1716779091010386,0.1377090435076094
57,0.0,0.04227673526808935,0.21222025252150825,0.08787019342529902,0.12045120627958601,0.1794766665626629,0.1352500604425806
58,0.0,0.044294998620932606,0.20832018511385533,0.08105519317954225,0.1191212759148955,0.1813725470532193,0.12474199305764438
59,0.0,0.06269562252910907,0.20666467172416758,0.07750768842240503,0.11291366148298862,0.17618883818122405,0.122254975840281
60,0.0,0.06618043828029911,0.2058634920657173,0.08271483524927918,0.1192320649070525,0.16814906610282226,0.12589305798598285
61,0.0,0.07058882628213628,0.2104521934959781,0.09863634226208057,0.13239932601634166,0.1619134196819348,0.13382485161243748
62,0.0,0.07201752286585454,0.21133221937750346,0.10207959271477661,0.14609201811585554,0.16556444437184173,0.128550583527468
63,0.0,0.07113501036419399,0.20816947173661268,0.10554020220556441,0.15638726911961928,0.161164848621687,0.12960550962887168
64,0.0,0.06904676269669906,0.20120575520251166,0.10434885119552398,0.1625790009826084,0.15173258980355242,0.14164514733427247
65,0.0,0.07159933779070507,0.19957861194503798,0.10036308029865167,0.17098053524990334,0.1492317991251525,0.1455300450829696
66,0.0,0.07150798126557092,0.20278782629716968,0.10303645985460294,0.1775010924097027,0.14991532001300992,0.14553620672018958
67,0.0,0.07030204004126166,0.20012323558432188,0.0982226088563017,0.18392595509423998,0.1477411867287849,0.14587045644647975
68,0.0,0.06702522281094067,0.19055858607488785,0.09380446950587427,0.18460111493356293,0.14294982563451542,0.14523994037576088
69,0.0,0.06618678207290572,0.18244209073245887,0.08837640867556007,0.18284603817291425,0.13939491408871138,0.13695679417775952
70,0.0,0.06265577633068278,0.19906553493388995,0.10093144845466792,0.17549282727879187,0.1511543570722504,0.12815790481786798
71,0.0,0.06172939902074879,0.20955647128345092,0.11437045920055053,0.16803409358485907,0.1641122743428457,0.12367525186608415
72,0.0,0.0579331009475555,0.2194551544894614,0.11792658324250077,0.16248387643397144,0.17641544079524096,0.12047841484523224
73,0.0,0.05173786607411351,0.22003700893713218,0.11409155585267089,0.15752079698957236,0.18410060392204297,0.11093714478372141
74,0.0,0.0529577983511589,0.21388813526064807,0.11517752692569784,0.14932376946139406,0.1862649733051133,0.10936351906936996
75,0.0,0.04608505930083883,0.2061503815130591,0.11190457769166014,0.14339430036166392,0.18259083918340555,0.10108910124457017
76,0.0,0.04340193449877306,0.1996699503025013,0.10230823955704446,0.13991656081725887,0.1884697898285147,0.09397528589967569
77,0.0,0.04307943536914156,0.19694737992595648,0.09980686358438921,0.1314702863719476,0.19236980808662754,0.08742709068906118
78,0.0,0.04293652837461564,0.19901426842126282,0.09106948332812038,0.12937849946768748,0.1961343066737192,0.08480372527338201
79,0.0,0.05302348171027723,0.19388619690168818,0.08409190915739101,0.12276885313776753,0.19426810038142936,0.08547368829918173
80,0.0,0.058012523762538744,0.19674521245246182,0.08983390156355153,0.13674387308928415,0.19340902278012878,0.08846674910831905
81,0.0,0.06312640349693446,0.19913775170932346,0.09210193504975507,0.14214693592007419,0.1887981277574888,0.09313157360455922
82,0.0,0.06605434398507538,0.19546027902402385,0.09009111492171447,0.15031136515083113,0.18473456753175937,0.10214399236495662
83,0.0,0.06567195912494257,0.19302467203874965,0.08910373952096094,0.15625961936994495,0.17042968966030447,0.10753521233713785
84,0.0,0.06760220893327004,0.18852638405553382,0.09090046341250706,0.16082117657472664,0.15866798926811912,0.10964363857000702
85,0.0,0.0677930854717832,0.1846693881815672,0.09440959983891453,0.15910347154217533,0.1493883633918088,0.10831994113502538
86,0.0,0.0652240396713803,0.18335587650236052,0.09444343797589026,0.1672888202219851,0.14178755437322113,0.11662778749649043
87,0.0,0.06466612943671803,0.17847223796369088,0.09515385885110943,0.16568517433504465,0.13391631978593674,0.12321033831015059
88,0.0,0.06256624043197959,0.1697919713755608,0.08058805207530007,0.17153622161128332,0.12421188366206252,0.11923491759593087
89,0.0,0.06151694878815133,0.1701882135620931,0.078390582903437,0.17513071950296455,0.11935276908367326,0.1168466673967003
90,0.0,0.0647572176199523,0.1857709426286276,0.10093451201817516,0.17525479875219702,0.14563263422640302,0.1097113019676046
91,0.0,0.057172250039459346,0.19222733998332425,0.11632833706243105,0.16595450817545135,0.16159385733022294,0.1093584296279656
92,0.0,0.05158341135982346,0.19857490627826566,0.12808670854622234,0.16409745157584837,0.17158278297101953,0.10342266770997639
93,0.0,0.051464275112154935,0.2003338792172572,0.13188616306590212,0.1526300723371815,0.17451018119157868,0.10568356872091388
94,0.0,0.04679168839534569,0.20538579071148078,0.127772731654459,0.14667306164728075,0.1872509408865944,0.10454996270742173
95,0.0,0.04527464751546158,0.20269016357947375,0.1275588634983001,0.1423067318749195,0.18487294159813483,0.10272729097002008
96,0.0,0.04385994727728424,0.20374574193141926,0.13124147546209522,0.13140817960884194,0.19029325631045804,0.11109544313361654
97,0.0,0.04217257644120276,0.19905528268765615,0.13324440448101335,0.13259924696937767,0.1937044611367415,0.10086034765928872
98,0.0,0.03942530813020235,0.19131681388093372,0.11892383174605278,0.12393350435766208,0.18498898216089385,0.09922467940326067
99,0.0,0.05425172243622333,0.1934444054300009,0.11152047861761923,0.12039317503295857,0.18030334731267245,0.09133935491979059
100,0.0,0.05691691179114972,0.19473867070001016,0.1175219116224703,0.13254536801623926,0.18544208045384658,0.09192483462918928
101,0.0,0.06196033510437864,0.1968292253968282,0.12654740015374896,0.14748213172974753,0.18416592860772704,0.09893193794054174
102,0.0,0.06488285443843943,0.1969030999160375,0.12450123126407575,0.15906563394358916,0.1811509505158881,0.10367649047583595
103,0.0,0.06449507703643036,0.19982774482677862,0.1208530628125621,0.1706271550969634,0.17353093964186042,0.10607121600787171
104,0.0,0.06636443535845574,0.20235507855995705,0.11621300611883797,0.18145311215558194,0.1613975375295227,0.11969848053343013
105,0.0,0.06695559894223851,0.1955040950075172,0.11278460415611984,0.1842810720132989,0.1515049903828417,0.12544022665724858
