,meanfitness,meanprobs0seqscom,meanprobs1seqscom,meanprobs0,meanprobs1,alphalist
0,0.6122692894940578,0.001153231112072608,0.893322505878247,0.001153231112072608,0.893322505878247,0.01
1,0.6162175406704453,0.0012404783361679458,0.8922282582035046,0.0012836633258119124,0.8921593647726536,0.0233
2,0.6160357475132671,0.0012928605965567524,0.8916199138834053,0.001407717335743167,0.8912282433207106,0.029500000000000002
3,0.6209337569421423,0.0013911280280754846,0.8895184250748943,0.0015983289012643565,0.8887128478238564,0.036699999999999997
4,0.6286088071179554,0.0015156213012156006,0.8866194972705327,0.0018748555197486835,0.8857181497280407,0.0427
5,0.6337786694718239,0.00171671912058233,0.8831725626746766,0.002217198156378996,0.8822956387064954,0.044500000000000005
6,0.6521139586480434,0.002177562502879929,0.8790570714799477,0.0028753371013412452,0.8780078678862248,0.0483
7,0.6692110188677428,0.002980782004837279,0.8679437180289719,0.003996418124981758,0.8693993878983838,0.050600000000000006
8,0.6869051167808391,0.004061212331934164,0.857386705339822,0.005387295240970828,0.8609253466212478,0.052700000000000004
9,0.7059330928403579,0.004708783122160733,0.847296216165034,0.006381712096080605,0.8516534462272564,0.053399999999999996
10,0.721786449750812,0.005656972374854407,0.8362042531806047,0.007525867551355124,0.8419765748532646,0.05890000000000001
11,0.73452044896058,0.006827200382707356,0.8252425928932737,0.00861160444026592,0.8325757983732314,0.0605
12,0.7490451690250776,0.00762699378250323,0.8091690680308924,0.009400489233059946,0.8219714514947918,0.0616
13,0.7567608697443562,0.008163370275268913,0.8017598591076099,0.010447049722659599,0.8137133615781137,0.0638
14,0.7725690090014544,0.009631536753213443,0.7919995189677761,0.011655353169611,0.8042001848288155,0.06480000000000001
15,0.7801983927372685,0.012398675648808245,0.7713322878091159,0.01302593346238351,0.7954853110916433,0.0629
16,0.7873141481793117,0.012463351282864214,0.765325522321958,0.014813716788522,0.7893172730988266,0.066
17,0.7975212233232698,0.01327862915724151,0.7573660224586974,0.01563405608461001,0.7822721313746344,0.0667
18,0.8029017227827286,0.014391113699275765,0.7443774343454211,0.01642459969296223,0.7759857644809837,0.0676
