,meanprobs0,meanprobs1
0,0.001153231112072608,0.893322505878247
1,0.0012477667982044168,0.8925362742286697
2,0.0014338281807656221,0.8912120947766702
3,0.0016101263947145925,0.8902078486246299
4,0.0019997772384479215,0.8883210736689188
5,0.0024123601339805724,0.8866863423662292
6,0.0031684808275904085,0.8832272351741497
7,0.003905696245717748,0.8799879551770897
8,0.004344899624795443,0.8760827931964527
9,0.005223694159245928,0.8685497525305919
10,0.005971441983957327,0.860507941221598
11,0.0066278672492965495,0.8548659072429692
12,0.00715607538465482,0.8484433724394796
13,0.007432265483190236,0.8425537526077714
14,0.007977007381667118,0.8386392187546634
15,0.00856796293906661,0.8338023306658391
16,0.00879767954298699,0.8292020955248626
17,0.009787181167118205,0.8249819646718948
18,0.010496527649166006,0.8202544410118233
19,0.010726479386095764,0.81750377824441
20,0.010836751066485248,0.8141759034973732
21,0.01108757937532906,0.809483507835657
22,0.011479845735023229,0.8040845450511235
23,0.012105402348007601,0.7997706593488481
24,0.012142388203043093,0.7956818339289566
25,0.012218132381068319,0.7926042701752037
26,0.012780210011403868,0.7884250202524855
27,0.01318650616649658,0.7843383994822739
28,0.012962454077861401,0.7803761373945189
29,0.013508695593440711,0.7764868447036719
30,0.014280042779991566,0.7717143257778644
31,0.014573212283953974,0.7689137455301353
32,0.014855603121409931,0.7653482437672434
33,0.015170439811116463,0.7622825751812057
34,0.01584779922628201,0.7596951783727538
35,0.016212097712041698,0.7556724347347687
36,0.016558715546314,0.7526641621741322
37,0.01740180594341004,0.7499345028662077
38,0.017979134957498855,0.7495764927081627
39,0.018297332715783543,0.7472816185127001
40,0.018239556564977465,0.7465345674240766
41,0.018333738656188682,0.7443340818849457
42,0.018244988886612544,0.7420438220332845
43,0.018885962027120923,0.7397370485489984
44,0.018570519888623353,0.7381751946294136
45,0.019031331760333833,0.737017313524029
46,0.019778966395522873,0.7352551889402887
47,0.02001751920806663,0.7334677041657769
48,0.02065718768815155,0.7324741205838683
49,0.02188184851941375,0.7304788445547455
50,0.022538385013372644,0.7285615721751064
51,0.023524704996719235,0.7244806450705283
52,0.023923980943830924,0.72177632400433
53,0.023708078596289407,0.7206921021785638
54,0.024214696161061807,0.718383894106209
55,0.02481293291096106,0.7165834320421058
56,0.0251252171760995,0.7129864765848428
57,0.025635463955582173,0.7103115640634599
58,0.026794621465624745,0.7075431288663161
59,0.027049498210409216,0.7055053634236998
60,0.027469430377200562,0.7034432406957083
61,0.028437417837683446,0.700041923120998
62,0.02891509091175002,0.6987458517692495
63,0.02918968784678392,0.6962462906962262
64,0.029501072645339944,0.6942130486622599
65,0.029618134395389947,0.6933138823705569
66,0.03051925951875424,0.6913776832971898
67,0.031134094630584818,0.6887622543726727
68,0.03150626084120581,0.6874064017997017
69,0.03172268443861785,0.6842722868102049
70,0.03212256583762309,0.6819116598132517
71,0.0321462558751858,0.6795435699643361
72,0.03186774726139509,0.6784137133949594
73,0.03217232361915702,0.6769294579965327
74,0.03265561533540476,0.67554077009528
75,0.032545592737316296,0.6736942769572676
76,0.03223862246475275,0.6726327586181917
77,0.03243775640320725,0.670804273839316
78,0.032962637007623745,0.6690806446658571
79,0.032815071647707715,0.6674220735766281
80,0.032914797739766306,0.6655446135370492
81,0.03359716563649117,0.6617740126437774
82,0.03286088959922666,0.6598434907992922
83,0.033471893884795406,0.658533642245974
84,0.033953826209472605,0.6558439997299758
85,0.0338998462759003,0.653556711932906
86,0.03457767767374512,0.6513346005765571
87,0.03435180421418615,0.6492065634111102
88,0.034342046615683255,0.6466719561711272
89,0.03432084507670851,0.6439790329438116
90,0.03519178234566366,0.6412606863296132
91,0.03528034489246223,0.6394553514618638
92,0.03562710903324127,0.636781556584577
93,0.03581059337483313,0.635887771213625
94,0.03652214256309985,0.6341015127875146
95,0.036500038920261976,0.632231644427254
96,0.036020005755351296,0.6311416712047186
97,0.03652338240365866,0.6301350630778446
98,0.036782558403002444,0.6301903612897098
99,0.036685611266857716,0.6302207817160363
100,0.03662191220147953,0.6299598778765828
101,0.0364356016192375,0.6310852513197112
102,0.03521690079124304,0.6322268539353636
103,0.033986224870364914,0.6334418417245533
104,0.03276556710511932,0.6331532466807339
105,0.03175307743836572,0.6331662615767714
106,0.03060662173689199,0.6334415117844775
107,0.03011569378028943,0.6333890549785469
108,0.028924635964810447,0.6330007553591867
109,0.02875676870014837,0.6331543468463382
110,0.028809282809852222,0.6335111868215355
111,0.027804323767292673,0.6316301035458528
112,0.026561968767101166,0.6313890244543504
113,0.02642437337424351,0.6320334283562746
114,0.026249474613161586,0.6312821775488888
115,0.026117508869653517,0.6307857186192152
116,0.025931059652438925,0.6310357186940688
117,0.025748334399482604,0.6306761992212055
118,0.02580761919661745,0.6304355119665013
119,0.025934957748459456,0.6303638511537906
120,0.02574274693759217,0.6297303084768635
121,0.026019346474029977,0.6309173557848627
122,0.0257847293097275,0.6290406742533906
123,0.025972376049515175,0.6292226406083927
124,0.025911977860648614,0.6289346324944173
125,0.02589067696983917,0.6282382503605134
126,0.02570810721477139,0.6292798573468287
127,0.02528221052790939,0.6296917454205379
128,0.025243347877312746,0.6299864375011359
129,0.025470761114689953,0.6311533001045277
130,0.02543668639794994,0.6313854061879407
131,0.025605524300049195,0.6316470593456877
132,0.025456358007786596,0.6328527508838541
133,0.025725149832928444,0.6335752773452088
134,0.025887248303246645,0.635419819251617
135,0.02657537328039865,0.6349055207081309
136,0.026698422112347808,0.6350721469213048
137,0.026549109841130764,0.6355777231679057
138,0.026870177115871946,0.6345299486277556
139,0.02723273261087888,0.6346587801472732
140,0.027768145559427967,0.6352453215241821
141,0.02773874964327922,0.6353513890360422
142,0.027845001182945715,0.6355766699025286
143,0.027673088653585993,0.6348363500272408
144,0.027654184961145828,0.633517463799958
145,0.027749070786031445,0.63422333369977
146,0.028197056942541633,0.6333555139290621
147,0.02810536318334139,0.6322295675349066
148,0.02847139322444057,0.6326309836227025
149,0.02846778234643657,0.6319576768526722
150,0.028656172529597627,0.6311189254692909
151,0.029232703350941233,0.6301534813018712
152,0.029423606686559585,0.6292310361155748
153,0.029419541524752225,0.6281927933149651
154,0.02961888954973199,0.6261991216137252
155,0.029373983155353355,0.6250233788071203
156,0.029259665251613835,0.6243000219728446
157,0.029215367890233938,0.6227049222695238
158,0.02930528291001365,0.6230523543261544
159,0.02922939759846345,0.6241438506330088
160,0.02893234129288331,0.6221483200275483
161,0.029001404184477195,0.6223986779900129
162,0.02930176382656714,0.6216492212018151
163,0.030012885769926178,0.6204765984473224
164,0.03018823471926026,0.6205501799068067
165,0.030477888791608378,0.6200487606881994
166,0.030678143716677164,0.6185586363830791
167,0.030340470835116616,0.619637846110376
168,0.030528508773084554,0.6204252591677694
169,0.030697423148567608,0.6191536155592038
170,0.030591985566257533,0.6172494374063904
171,0.030846626454909674,0.6179122026760825
172,0.03027676704765363,0.6177544778373835
173,0.029967922856626982,0.6172375966704234
174,0.029468413707869467,0.6146579853219992
175,0.029588733186558937,0.613611173462506
