,meanfitness,seqscommon,seqstarget,extreme0,extreme1,other
0,0.2299183262193369,1.0,0.0,0.0,0.0,0.0
1,0.25524386489029566,0.93,0.0,0.06,0.01,0.0
2,0.32871929599836536,0.76,0.0,0.22,0.02,0.0
3,0.4237682155768475,0.65,0.0,0.32,0.03,0.0
4,0.9766666666666666,0.53,0.0,0.38,0.07,0.02
5,0.9675225220331077,0.49,0.0,0.38,0.07,0.06
6,0.9554674624485435,0.35,0.0,0.49,0.09,0.07
7,0.9635939596492926,0.33,0.0,0.52,0.08,0.07
8,0.9525675660993228,0.27,0.0,0.6,0.08,0.05
9,0.4733333333333332,0.3,0.0,0.57,0.06,0.07
10,0.5566666666666666,0.29,0.0,0.51,0.08,0.12
11,0.6199999999999999,0.36,0.0,0.39,0.17,0.08
12,0.7283333333333332,0.44,0.0,0.32,0.19,0.05
13,0.7600915424413741,0.44,0.0,0.24,0.24,0.08
14,0.876666666666667,0.41,0.0,0.22,0.24,0.13
15,0.8778432901910956,0.4,0.0,0.23,0.16,0.21
16,0.901666666666667,0.44,0.0,0.23,0.11,0.22
17,0.9199999999999997,0.51,0.0,0.19,0.15,0.15
18,0.9133333333333333,0.52,0.0,0.21,0.11,0.16
19,0.7233333333333333,0.53,0.0,0.25,0.08,0.14
20,0.735898998757904,0.53,0.0,0.27,0.12,0.08
21,0.722372873123405,0.5,0.0,0.24,0.13,0.13
22,0.7915553952950519,0.55,0.0,0.19,0.17,0.09
23,0.7882537729716784,0.49,0.0,0.23,0.16,0.12
24,0.865,0.47,0.0,0.14,0.28,0.11
25,0.8900000000000002,0.61,0.0,0.07,0.24,0.08
26,0.8966666666666667,0.6,0.0,0.14,0.21,0.05
27,0.9133333333333333,0.65,0.0,0.19,0.14,0.02
28,0.9310533025668213,0.6,0.0,0.29,0.07,0.04
29,0.7400000000000001,0.47,0.0,0.44,0.04,0.05
30,0.7633333333333334,0.55,0.0,0.32,0.05,0.08
31,0.7649999999999999,0.51,0.0,0.33,0.09,0.07
32,0.7633333333333333,0.55,0.0,0.27,0.12,0.06
33,0.835,0.59,0.0,0.25,0.14,0.02
34,0.8883333333333335,0.63,0.0,0.23,0.1,0.04
35,0.92,0.67,0.0,0.25,0.06,0.02
36,0.9416666666666668,0.67,0.0,0.27,0.04,0.02
37,0.935,0.67,0.0,0.26,0.06,0.01
38,0.9399999999999997,0.6,0.0,0.34,0.04,0.02
39,0.7691666666666666,0.52,0.0,0.38,0.07,0.03
40,0.7283333333333333,0.51,0.0,0.35,0.1,0.04
41,0.7799999999999998,0.56,0.0,0.24,0.16,0.04
42,0.8116666666666668,0.61,0.0,0.17,0.18,0.04
43,0.8225000000000001,0.64,0.0,0.1,0.2,0.06
44,0.8533333333333333,0.65,0.0,0.04,0.29,0.02
45,0.8316666666666669,0.61,0.0,0.03,0.33,0.03
46,0.8500000000000004,0.58,0.0,0.05,0.31,0.06
47,0.8416666666666666,0.62,0.0,0.1,0.2,0.08
48,0.8633333333333334,0.54,0.0,0.19,0.21,0.06
49,0.7833333333333334,0.51,0.0,0.22,0.2,0.07
50,0.7950000000000002,0.45,0.0,0.25,0.26,0.04
51,0.7999999999999998,0.4,0.0,0.21,0.33,0.06
52,0.8416666666666667,0.4,0.0,0.15,0.39,0.06
53,0.8383333333333333,0.31,0.0,0.15,0.47,0.07
54,0.7766666666666668,0.34,0.0,0.1,0.48,0.08
55,0.785,0.37,0.0,0.08,0.44,0.11
56,0.8194482227831634,0.39,0.0,0.11,0.35,0.15
57,0.8633333333333334,0.52,0.0,0.13,0.27,0.08
58,0.8950000000000005,0.52,0.0,0.2,0.24,0.04
59,0.75,0.4,0.0,0.28,0.28,0.04
60,0.7999999999999998,0.42,0.0,0.22,0.3,0.06
61,0.8116666666666664,0.47,0.0,0.22,0.25,0.06
62,0.7908333333333334,0.45,0.0,0.15,0.31,0.09
63,0.8058155237238794,0.38,0.0,0.15,0.36,0.11
64,0.8016666666666663,0.37,0.0,0.13,0.37,0.13
65,0.826543103249487,0.39,0.0,0.13,0.4,0.08
66,0.8649999999999999,0.42,0.0,0.24,0.27,0.07
67,0.8800000000000001,0.4,0.0,0.27,0.22,0.11
68,0.9116666666666664,0.46,0.0,0.29,0.19,0.06
69,0.7550000000000001,0.49,0.0,0.27,0.19,0.05
